year,all
2016,4.7
2017,3.4
1999,3.2
2000,3.6
2001,5.2
2002,6.4
2003,6.4
2004,5.6
2005,4.8
2006,5.2
2007,5.4
2008,5.2
2009,10
2010,9.7
2011,8.8
2012,7.5
2013,7.7
2014,5.8
2015,4.6
