year,all
1998,2.7
1999,3.4
2000,2.1
2001,0.4
2002,1.5
2003,2.0
2004,2.0
2005,1.5
2006,0.9
2007,-0.1
2008,-1.9
2009,-3.2
2010,2.1
2011,1.8
2012,1.1
2013,1.0
2014,1.3
2015,1.9
2016,1.1
