year,all
2000,1.70
2001,1.92
2002,1.93
2003,1.96
2004,1.98
2005,2.15
2006,1.88
2007,2.23
2008,3.35
2009,4.32
2010,4.76
2011,5.13
2012,5.16
2013,5.19
2014,5.30
2015,5.87
