year,all
1998,5.3
1999,2.4
2000,2.4
2001,-2.6
2002,2.1
2003,2.8
2004,2.5
2005,-0.7
2006,1.1
2007,2.0
2008,-1.4
2009,-6.8
2010,6.0
2011,0.1
2012,0.0
2013,1.9
2014,2.1
2015,0.5
2016,2.1
