year,all
2000,2.43
2001,2.59
2002,2.85
2003,3.23
2004,3.17
2005,2.61
2006,2.61
2007,3.01
2008,3.77
2009,4.63
2010,4.95
2011,5.05
2012,5.51
2013,5.83
2014,5.92
2015,6.38
