year,all
1998,2.0
1999,2.9
2000,1.0
2001,-0.5
2002,1.2
2003,2.6
2004,-0.4
2005,0.7
2006,-0.2
2007,1.1
2008,-2.4
2009,-5.1
2010,0.5
2011,1.4
2012,-0.7
2013,1.0
2014,1.7
2015,1.7
2016,0.4
