year,all
2000,33.25
2001,32.83
2002,31.45
2003,29.40
2004,29.60
2005,34.88
2006,33.91
2007,34.72
2008,40.98
2009,37.12
2010,37.77
2011,38.58
2012,39.38
2013,39.35
2014,38.39
2015,36.48
