year,all
1998,2.8
1999,4.2
2000,3.4
2001,1.3
2002,1.6
2003,1.5
2004,2.5
2005,-0.3
2006,0.8
2007,-0.9
2008,-1.1
2009,-1.6
2010,1.2
2011,-1.5
2012,-0.2
2013,-0.6
2014,1.5
2015,0.9
2016,1.4
