year,all
1998,1.6
1999,1.9
2000,-0.3
2001,-1.1
2002,0.7
2003,3.7
2004,1.2
2005,1.0
2006,2.3
2007,1.7
2008,3.4
2009,-4.4
2010,0.1
2011,-1.6
2012,2.0
2013,0.4
2014,-1.0
2015,0.3
2016,1.3
