year,all
2000,6.04
2001,4.94
2002,4.22
2003,3.75
2004,5.05
2005,5.37
2006,5.21
2007,5.22
2008,4.28
2009,5.06
2010,6.13
2011,6.26
2012,7.45
2013,6.26
2014,6.33
2015,6.40
