year,all
1998,4.6
1999,4.5
2000,1.7
2001,-0.6
2002,-0.9
2003,1.5
2004,2.5
2005,2.2
2006,-1.3
2007,-1.4
2008,-4.6
2009,-4.9
2010,-0.1
2011,0.3
2012,0.1
2013,0.7
2014,2.3
2015,1.9
2016,1.9
