year,all
2016,4.9
2017,4.7
1999,3.3
2000,3.3
2001,3.9
2002,4.7
2003,5.0
2004,4.6
2005,5.4
2006,4.5
2007,4.0
2008,6.0
2009,10.3
2010,11.7
2011,10.1
2012,8.4
2013,7.3
2014,7.1
2015,5.4
