year,all
2016,3.7
2017,3.1
1999,3.5
2000,3
2001,3.3
2002,4.1
2003,4.9
2004,4.0
2005,4.0
2006,3.9
2007,4.3
2008,5.0
2009,7.3
2010,7.1
2011,6.4
2012,5.4
2013,4.6
2014,4.7
2015,4
