year,all
2000,14.50
2001,11.73
2002,15.30
2003,15.92
2004,13.68
2005,15.34
2006,17.78
2007,12.26
2008,19.65
2009,21.79
2010,21.12
2011,20.99
2012,21.76
2013,26.09
2014,25.24
2015,24.89
