year,all
2000,4.90
2001,4.12
2002,3.49
2003,4.57
2004,4.62
2005,5.05
2006,5.19
2007,5.13
2008,5.52
2009,5.95
2010,5.49
2011,5.47
2012,5.57
2013,6.07
2014,6.67
2015,6.90
