year,all
2016,6.6
2017,4.4
1999,4.5
2000,4.5
2001,5.2
2002,5.7
2003,5.4
2004,5.3
2005,3.8
2006,3.9
2007,4.3
2008,6.4
2009,11.1
2010,11.3
2011,10.8
2012,8.2
2013,7
2014,6.9
2015,6.1
