year,all
2016,5.2
2017,5.3
1999,4.3
2000,4
2001,4.5
2002,6.0
2003,6.5
2004,6.6
2005,6.2
2006,5.9
2007,6.0
2008,6.8
2009,11.8
2010,11.5
2011,9.4
2012,7.3
2013,8.3
2014,5.9
2015,5
