year,all
1998,4.1
1999,1.8
2000,1.6
2001,-1.7
2002,2.1
2003,1.5
2004,2.3
2005,0.6
2006,-0.3
2007,-0.3
2008,-1.9
2009,-4.5
2010,2.6
2011,3.6
2012,1.6
2013,0.8
2014,3.1
2015,1.0
2016,1.0
