year,all
2000,2.35
2001,1.73
2002,1.41
2003,1.60
2004,1.67
2005,1.82
2006,1.96
2007,2.03
2008,2.86
2009,3.07
2010,3.10
2011,3.30
2012,3.65
2013,3.96
2014,3.95
2015,3.78
