year,all
1998,2.1
1999,4.6
2000,2.8
2001,2.9
2002,-0.6
2003,-0.5
2004,2.7
2005,4.0
2006,2.5
2007,0.1
2008,-2.5
2009,1.6
2010,3.0
2011,-0.1
2012,2.7
2013,-0.6
2014,1.5
2015,1.9
2016,0.4
