year,all
2000,6.66
2001,6.64
2002,6.64
2003,6.76
2004,7.59
2005,7.42
2006,7.70
2007,8.37
2008,10.57
2009,11.07
2010,14.87
2011,16.66
2012,15.54
2013,15.62
2014,16.66
2015,18.57
