year,all
1998,1.2
1999,1.6
2000,3.2
2001,1.1
2002,1.2
2003,5.0
2004,1.3
2005,1.3
2006,2.2
2007,0.9
2008,0.6
2009,0.4
2010,3.3
2011,3.6
2012,-1.4
2013,1.8
2014,3.0
2015,1.4
2016,0.2
