year,all
2016,4.0
2017,3.2
1999,2.8
2000,2.8
2001,3.1
2002,3.9
2003,4.3
2004,3.7
2005,4.0
2006,3.5
2007,3.2
2008,3.5
2009,5.1
2010,5.2
2011,4.8
2012,3.8
2013,4
2014,3.5
2015,3.3
