year,all
2016,4.8
2017,4.5
1999,2.6
2000,3.3
2001,5.6
2002,6.3
2003,6.4
2004,5.1
2005,4.6
2006,4.4
2007,4.2
2008,6.7
2009,12.1
2010,11.7
2011,10.9
2012,8.8
2013,8.1
2014,6.1
2015,5.5
