year,all
2000,5.39
2001,5.20
2002,5.11
2003,7.33
2004,5.57
2005,5.50
2006,5.33
2007,4.36
2008,6.18
2009,7.02
2010,6.78
2011,7.05
2012,7.28
2013,8.67
2014,7.83
2015,8.02
