year,all
1998,3.0
1999,2.7
2000,2.1
2001,1.4
2002,0.7
2003,1.9
2004,2.4
2005,1.0
2006,0.0
2007,2.9
2008,1.1
2009,-3.3
2010,2.4
2011,1.0
2012,1.4
2013,1.6
2014,1.9
2015,2.3
2016,0.6
