year,all
2000,2.92
2001,2.53
2002,2.49
2003,2.80
2004,2.95
2005,2.71
2006,3.03
2007,3.01
2008,3.67
2009,4.50
2010,4.70
2011,5.29
2012,5.20
2013,5.65
2014,5.43
2015,5.19
