year,all
1998,4.0
1999,1.9
2000,1.4
2001,0.8
2002,-0.3
2003,-0.7
2004,3.1
2005,0.6
2006,3.5
2007,2.9
2008,-1.4
2009,-2.6
2010,0.8
2011,2.0
2012,4.0
2013,3.5
2014,1.6
2015,2.4
2016,-1.9
