year,all
2016,4.8
2017,4.2
1999,4.3
2000,3.9
2001,4.5
2002,6.3
2003,6.9
2004,6.1
2005,5.4
2006,4.5
2007,3.8
2008,4.7
2009,7.7
2010,8.2
2011,7.7
2012,6.4
2013,6.1
2014,4.6
2015,4.6
